#,Category,Brand Name,Program Name,Direct Sign-Up URL,Free to Join (Yes/No),Notes,Sign_Up_Type,Required_Fields,Auto_Signup_Feasible,Reward_on_Signup,Barriers  
168,Pharmacy,Discount Drug Mart,Courtesy Card,https://discount-drugmart.com/courtesy-card/apply,Yes,In-store discounts,Full Registration,"email, name, phone",Yes,Discount on first purchase,In-store signup only  
169,Grocery,Brookshire Brothers,Celebrate Rewards,https://www.brookshirebrothers.com/celebrate,Yes,Points and digital coupons,Full Registration,"email, name, phone",Yes,Bonus points on signup,None noted  
170,Pharmacy,Giant Eagle Pharmacy,myPerks,https://www.gianteagle.com/myperks,Yes,Integrates with grocery and gas,Full Registration,"email, name, phone",Yes,None noted,None noted  
171,Pharmacy,Kmart Pharmacy,Shop Your Way,https://www.shopyourway.com/register,Yes,Legacy program,Full Registration,"email, name, phone",Yes,None noted,None noted  
172,Pharmacy,Meijer Pharmacy,mPerks Pharmacy,https://accounts.meijer.com/manage/Account/Register,Yes,Earn credits for prescriptions,Full Registration,"email, name, phone",Yes,None noted,None noted  
173,Pharmacy,Hy-Vee Pharmacy,Hy-Vee PERKS,https://www.hy-vee.com/account/register,Yes,Rewards stack with gas and grocery,Full Registration,"email, name, phone",Yes,None noted,None noted  
174,Dining,Habit Burger Grill,The CharClub,https://www.habitburger.com/charclub,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
175,Dining,Carl's Jr.,My Rewards,https://www.carlsjr.com/myrewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
176,Dining,Hardee's,My Rewards,https://www.hardees.com/myrewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
177,Dining,Church's Texas Chicken,Church's Rewards,https://www.churchs.com/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
178,Dining,Bojangles,Bojangles App,https://www.bojangles.com/app,Yes,Free half-tea on sign-up,Full Registration,"email, name, phone",Yes,None noted,None noted  
179,Dining,KFC,KFC Rewards,https://www.kfc.com/rewards,Yes,Unlock secret menu items,Full Registration,"email, name, phone",Yes,None noted,None noted  
180,Dining,Boston Market,Rotisserie Rewards,https://www.bostonmarket.com/rotisserie-rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
181,Dining,Firebirds Wood Fired Grill,Inner Circle,https://firebirdsrestaurants.com/inner-circle,Yes,$10 reward,Paid Subscription,"email, name, payment info",No,None noted,Payment required  
182,Dining,Long John Silver's,Seacret Society,https://www.ljsilvers.com/seacret-society,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
183,Dining,Captain D's,D's Club,https://www.captainds.com/ds-club,Yes,Free dessert or appetizer,Full Registration,"email, name, phone",Yes,None noted,None noted  
184,Dining,White Castle,Craver Nation,https://www.whitecastle.com/craver-nation,Yes,$5 combo welcome offer,Paid Subscription,"email, name, payment info",No,None noted,Payment required  
185,Dining,Krystal,Club Krystal,https://www.krystal.com/club-krystal,Yes,App-based rewards,Full Registration,"email, name, phone",Yes,None noted,None noted  
186,Dining,Checkers & Rally's,Checkers & Rally's Rewards,https://www.checkers.com/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
187,Dining,Culver's,MyCulver's,https://www.culvers.com/myculvers,Yes,BOGO Value Basket,Full Registration,"email, name, phone",Yes,None noted,None noted  
188,Dining,Freddy's Frozen Custard,Freddy's Rewards,https://www.freddys.com/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
189,Dining,Steak 'n Shake,Steak 'n Shake Rewards,https://www.steaknshake.com/rewards,Yes,Free milkshake,Full Registration,"email, name, phone",Yes,None noted,None noted  
190,Dining,Wienerschnitzel,Wiener Lovers' Club,https://www.wienerschnitzel.com/wiener-lovers-club,Yes,Free chili dog,Full Registration,"email, name, phone",Yes,None noted,None noted  
191,Dining,Golden Corral,Good as Gold Rewards,https://www.goldencorral.com/good-as-gold-club,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
192,Dining,Chuck E. Cheese,Chuck E. Cheese Rewards,https://www.chuckecheese.com/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
193,Dining,First Watch,First Watch App,https://www.firstwatch.com/app,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
194,Dining,Snooze,My Snooze Bennyfits,https://www.snoozeeatery.com/rewards,Yes,Priority seating,Full Registration,"email, name, phone",Yes,None noted,None noted  
195,Dining,Waffle House,Regulars Club,https://www.wafflehouse.com/regulars-club,Yes,Free hashbrowns,Full Registration,"email, name, phone",Yes,None noted,None noted  
196,Dining,Bob Evans,Bob Evans Email Club,https://www.bobevans.com/email-club,Yes,Free slice of pie,Full Registration,"email, name, phone",Yes,None noted,None noted  
197,Dining,Cracker Barrel,Cracker Barrel Rewards,https://www.crackerbarrel.com/rewards,Yes,Earn Pegs,Full Registration,"email, name, phone",Yes,None noted,None noted  
198,Dining,Perkins,Perkins eClub,https://www.perkinsrestaurants.com/eclub,Yes,20% off sign-up coupon,Full Registration,"email, name, phone",Yes,Discount on first purchase,None noted  
199,Dining,Black Bear Diner,Bear Lovers eClub,https://blackbeardiner.com/eclub,Yes,Free meal on birthday,Full Registration,"email, name, phone",Yes,None noted,None noted  
200,Dining,Friendly's,BFF Club,https://www.friendlysrestaurants.com/login,Yes,Free sundae,Full Registration,"email, name, phone",Yes,None noted,None noted  
201,Dining,Frisch's Big Boy,Big Boy Rewards,https://www.frischs.com/rewards,Yes,Free appetizer or dessert,Full Registration,"email, name, phone",Yes,None noted,None noted  
202,Dining,Shoney's,Shoney's Rewards,https://www.shoneys.com/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
203,Dining,Garbanzo Mediterranean Fresh,Garbanzo Rewards,https://eatgarbanzo.com/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
204,Dining,CoreLife Eatery,CoreLife Rewards,https://www.corelifeeatery.com/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
205,Dining,Salata,Tastemaker Rewards,https://salata.com/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
206,Dining,Just Salad,Just Salad Rewards,https://www.justsalad.com/rewards,Yes,Discounts for reusable bowls,Full Registration,"email, name, phone",Yes,Discount on first purchase,None noted  
207,Dining,Chopt,Chopt Rewards,https://www.choptsalad.com/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
208,Dining,MAD Greens,MAD Rewards,https://www.madgreens.com/rewards,Yes,$10 reward per $100,Paid Subscription,"email, name, payment info",No,None noted,Payment required  
209,Dining,Au Bon Pain,eClub,https://www.aubonpain.com/eclub,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
210,Dining,Pret A Manger,Club Pret,https://www.pret.com/en-US/club-pret,No,Paid subscription,Paid Subscription,"email, name, payment info",No,None noted,Payment required  
211,Dining,Bruegger's Bagels,Bruegger's Inner Circle,https://www.brueggers.com/rewards,Yes,Free bagel & cream cheese,Full Registration,"email, name, phone",Yes,None noted,None noted  
212,Dining,Noah's NY Bagels,Noah's Rewards,https://www.noahs.com/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
213,Dining,Great American Cookies,Rewards App,https://www.greatamericancookies.com/rewards,Yes,$5 off welcome,Paid Subscription,"email, name, payment info",No,None noted,Payment required  
214,Dining,Marble Slab Creamery,Slab Happy Rewards,https://www.marbleslab.com/rewards,Yes,$5 reward,Paid Subscription,"email, name, payment info",No,None noted,Payment required  
215,Dining,Dippin' Dots,Dot Crazy Email Club,https://www.dippindots.com/dotcrazy,Yes,Birthday ice cream,Full Registration,"email, name, phone",Yes,None noted,None noted  
216,Dining,Rita's Italian Ice,Rita's Ice App,https://www.ritasice.com/app,Yes,Free ice after 7 visits,Full Registration,"email, name, phone",Yes,None noted,None noted  
217,Dining,Menchie's,mySmileage,https://www.menchies.com/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
218,Dining,Yogurtland,Real Rewards,https://www.yogurt-land.com/realrewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
219,Dining,Pinkberry,Pinkcard,https://www.pinkberry.com/pinkcard,Yes,Free yogurt after 10 purchases,Full Registration,"email, name, phone",Yes,None noted,None noted  
220,Dining,Sweet Frog,sweetFrog Loyalty,https://www.sweetfrog.com/loyalty,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
221,Dining,Jeni's Splendid Ice Creams,Jeni's Splendid Rewards,https://jenis.com/pages/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
222,Grocery,Bashas',Thank You Card,https://www.bashas.com/thank-you-card,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
223,Grocery,AJ's Fine Foods,AJ's Card,https://www.ajsfinefoods.com/ajs-card,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
224,Grocery,Raley's,Something Extra,https://www.raleys.com/something-extra,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
225,Grocery,Save Mart,Save Mart Rewards,https://www.savemart.com/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
226,Grocery,Lucky Supermarkets,Lucky You Rewards,https://www.luckysupermarkets.com/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
227,Grocery,Stater Bros.,Digital Deals,https://www.staterbros.com/digital-deals,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
228,Grocery,Superior Grocers,Superior Club,https://superiorgrocers.com/superior-club,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
229,Grocery,Cardenas Markets,Cardenas Rewards,https://www.cardenasmarkets.com/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
230,Grocery,Northgate Market,Familia Card,https://www.northgatemarket.com/familia-card,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
231,Grocery,Vallarta Supermarkets,Vallarta Rewards,https://vallartasupermarkets.com/en/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
232,Grocery,El Super,El Super App,https://elsupermarkets.com/app,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
233,Grocery,H Mart,Smart Card,https://www.hmart.com/smart-card,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
234,Grocery,99 Ranch Market,99 Ranch Rewards,https://www.99ranch.com/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
235,Grocery,DeCA Commissary,Commissary Rewards Card,https://commissaries.com/rewards-and-savings/rewards-card,Yes,Military/dependent eligible,Full Registration,"email, name, phone",Yes,None noted,None noted  
236,Grocery,Fareway,Fareway App,https://www.fareway.com/fareway-app,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
237,Grocery,Coborn's,MORE Rewards,https://www.coborns.com/morerewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
238,Grocery,Cash Wise,MORE Rewards,https://www.cashwise.com/morerewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
239,Grocery,Hornbacher's,Hornbacher's Rewards,https://www.hornbachers.com/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
240,Grocery,Lunds & Byerlys,L\&B Extras,https://lundsandbyerlys.com/extras,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
241,Grocery,Dierbergs,Dierbergs Rewards,https://www.dierbergs.com/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
242,Grocery,Schnucks,Schnucks Rewards,https://nourish.schnucks.com/schnucks-rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
243,Grocery,Woodman's Markets,Shopper App,https://www.woodmans-food.com/shopper-app,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
244,Grocery,Festival Foods,Festival Foods App,https://www.festfoods.com/app,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
245,Grocery,Mariano's,Mariano's Rewards,https://www.marianos.com/account/create,Yes,Kroger subsidiary,Full Registration,"email, name, phone",Yes,None noted,None noted  
246,Grocery,Heinen's,Tasteful Rewards,https://www.heinens.com/tasteful-rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
247,Grocery,Tops Friendly Markets,Tops BonusPlus,https://www.topsmarkets.com/BonusPlus,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
248,Grocery,Price Chopper/Market 32,AdvantEdge,https://www.pricechopper.com/advantedge,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
249,Gas,Buc-ee's,App/Email,https://buc-ees.com/contact,Yes,No points system yet,Full Registration,"email, name, phone",Yes,Bonus points on signup,None noted  
250,Gas,Cumberland Farms,SmartPay Rewards,https://www.cumberlandfarms.com/smartpay,Yes,10 cents off per gallon,Full Registration,"email, name, phone",Yes,Discount on first purchase,None noted  
251,Gas,Fastrac,Fastrac Rewards,https://fastracmarkets.com/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
252,Gas,QuickChek,QuickChek Rewards,https://quickchek.com/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
253,Gas,Royal Farms,ROFO Rewards,https://www.royalfarms.com/rofo-rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
254,Gas,Rutter's,Rutter's VIP Club,https://www.rutters.com/vip-club,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
255,Gas,Spinx,Spinx Xtras,https://www.myspinx.com/spinx-xtras,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
256,Gas,MAPCO,MY Reward$,https://www.mapcorewards.com,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
257,Gas,Twice Daily,Twice Daily Rewards,https://www.twicedaily.com/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
258,Gas,CEFCO,CEFCO Rewards,https://cefcorewards.com,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
259,Gas,Stripes,Stripes Rewards,https://stripesstores.com/rewards,Yes,Laredo Taco Company perks,Full Registration,"email, name, phone",Yes,None noted,None noted  
260,Gas,E-Z Mart,E-Z Rewards,https://e-zmart.com/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
261,Gas,United Express,United Rewards,https://www.unitedtexas.com/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
262,Gas,Yesway,Yesway Rewards,https://yesway.com/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
263,Gas,Allsup's,Allsup's Rewards,https://allsups.com/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
264,Gas,Parker's,Parker's Rewards,https://parkerskitchen.com/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
